,c_noausentes_1er_anio,cursadas_ap_1er_anio,c_libres_1er_anio,cursadas_1er_anio,fracaso_academico,id_cluster
1980,2,0,2,4,0,2
1981,3,1,2,7,0,2
1983,4,4,0,4,0,2
1984,1,1,0,2,0,2
1985,1,0,1,5,0,2
1986,2,1,1,5,0,2
1987,1,1,0,2,0,2
1988,0,0,0,2,0,2
1989,0,0,0,2,0,2
1990,2,2,0,3,0,2
1993,1,0,1,4,0,2
1994,2,1,1,5,0,2
1996,2,2,0,7,0,2
1997,1,0,1,4,0,2
2000,5,4,0,6,0,2
2001,1,0,1,3,0,2
2002,1,0,1,2,0,2
2003,4,4,0,5,0,2
2005,0,0,0,1,0,2
2006,2,1,1,2,0,2
2007,1,0,0,3,0,2
2009,2,0,1,5,0,2
2011,2,1,0,5,0,2
2012,2,1,0,5,0,2
2015,2,1,0,6,0,2
2017,4,2,1,6,0,2
2018,2,1,0,6,0,2
2025,4,2,1,7,0,2
2027,2,1,0,7,0,2
2030,1,0,0,5,0,2
2031,1,0,0,6,0,2
2034,1,0,0,6,0,2
2037,1,0,0,8,0,2
2038,5,2,2,6,0,2
2042,5,4,0,6,0,2
2043,3,1,1,5,0,2
2046,2,0,1,4,0,2
2047,5,4,0,5,0,2
2054,1,0,0,3,0,2
2056,4,1,2,7,0,2
2057,4,2,1,8,0,2
2060,3,2,0,5,0,2
2061,1,0,0,3,0,2
2062,5,1,3,6,0,2
2063,2,0,1,4,0,2
2064,4,3,0,5,0,2
2065,2,0,1,4,0,2
2067,0,0,0,4,0,2
2069,3,3,0,4,0,2
2070,0,0,0,3,0,2
2071,0,0,0,4,0,2
2072,1,0,1,3,0,2
2073,1,0,1,2,0,2
2074,1,0,1,3,0,2
2075,1,0,1,2,0,2
2076,3,1,2,5,0,2
2078,1,1,0,1,0,2
2080,5,4,1,5,0,2
2081,0,0,0,2,0,2
2082,0,0,0,2,0,2
2084,0,0,0,2,0,2
2085,0,0,0,2,0,2
2086,1,0,1,4,0,2
2088,0,0,0,1,0,2
2102,1,1,0,3,0,2
2105,1,1,0,5,0,2
2114,1,0,1,4,0,2
2123,2,1,1,4,0,2
2127,1,0,1,4,0,2
2133,3,3,0,5,0,2
2143,5,3,2,5,0,2
2151,1,1,0,4,0,2
2154,1,1,0,5,0,2
2163,1,0,1,4,0,2
2172,4,3,1,7,0,2
2173,2,1,1,4,0,2
2179,4,2,2,4,0,2
2181,3,2,1,7,0,2
2192,3,1,2,4,0,2
2194,3,1,2,7,0,2
2209,3,2,1,5,0,2
2214,1,1,0,4,0,2
2215,2,1,1,8,0,2
2223,3,1,2,4,0,2
2227,3,1,2,5,0,2
2234,1,1,0,4,0,2
2236,0,0,0,4,0,2
2240,0,0,0,4,0,2
2244,3,1,2,6,0,2
2245,3,1,2,5,0,2
2246,2,0,2,4,0,2
2247,1,0,1,4,0,2
2248,2,1,1,5,0,2
2254,0,0,0,5,0,2
2256,1,1,0,4,0,2
2261,4,3,1,6,0,2
2271,2,1,1,4,0,2
2272,3,2,1,5,0,2
2273,1,0,1,5,0,2
2278,3,1,2,4,0,2
2279,3,1,2,4,0,2
2280,4,1,3,6,0,2
2282,2,1,0,5,0,2
2288,3,1,1,7,0,2
2295,1,1,0,3,0,2
2297,3,1,1,8,0,2
2302,3,0,2,9,0,2
2304,1,1,0,6,0,2
2306,4,2,1,5,0,2
2307,1,0,0,6,0,2
2312,3,1,2,4,0,2
2318,2,1,0,5,0,2
2319,5,3,1,6,0,2
2323,4,2,1,5,0,2
2324,4,3,0,7,0,2
2326,4,2,1,6,0,2
2328,4,1,2,5,0,2
2330,4,1,2,8,0,2
2332,0,0,0,5,0,2
2333,4,3,1,6,0,2
2337,5,2,2,6,0,2
2339,3,2,0,5,0,2
2340,2,1,1,3,0,2
2342,3,1,1,6,0,2
2343,2,1,0,5,0,2
2348,4,2,1,6,0,2
2349,2,1,0,6,0,2
2353,2,1,0,6,0,2
2354,4,2,1,6,0,2
2355,3,2,0,5,0,2
2358,2,1,0,3,0,2
2359,2,1,0,4,0,2
2360,2,1,0,4,0,2
2362,2,1,0,7,0,2
2363,4,4,0,5,0,2
2364,4,1,3,6,0,2
2370,3,1,2,5,0,2
2371,3,2,1,9,0,2
2372,1,0,1,4,0,2
2376,2,1,1,4,0,2
2378,1,1,0,4,0,2
2381,4,3,1,6,0,2
2382,1,1,0,5,0,2
2392,3,3,0,6,0,2
2393,4,2,2,7,0,2
2394,4,3,1,4,0,2
2400,3,2,1,6,0,2
2402,3,1,2,7,0,2
2403,0,0,0,3,0,2
2407,3,1,2,5,0,2
2408,1,0,1,4,0,2
2410,5,4,1,5,0,2
2411,0,0,0,3,0,2
2414,2,1,1,3,0,2
2416,3,1,2,5,0,2
2419,2,1,1,5,0,2
2424,2,1,1,5,0,2
2425,1,1,0,5,0,2
2426,2,0,1,7,0,2
2427,0,0,0,3,0,2
2428,1,0,1,5,0,2
2429,0,0,0,5,0,2
2430,3,1,2,4,0,2
2433,2,0,2,5,0,2
2434,3,1,2,5,0,2
2435,2,0,2,4,0,2
2437,2,1,1,7,0,2
2442,2,1,0,8,0,2
2444,2,0,2,4,0,2
2445,2,1,0,4,0,2
2446,2,1,1,4,0,2
2447,1,1,0,3,0,2
2449,0,0,0,4,0,2
2450,0,0,0,5,0,2
2456,2,0,1,4,0,2
2459,1,1,0,5,0,2
2460,3,2,1,5,0,2
2463,5,3,2,5,0,2
2464,4,3,1,4,0,2
2467,2,1,1,5,0,2
2473,4,2,2,5,0,2
2476,1,1,0,5,0,2
2482,1,0,1,4,0,2
2487,3,1,2,4,0,2
2489,1,0,1,5,0,2
2492,1,1,0,5,0,2
2494,1,1,0,3,0,2
2500,3,1,1,7,0,2
2501,3,1,1,7,0,2
2502,5,2,2,5,0,2
2503,3,1,2,9,0,2
2504,1,1,0,3,0,2
2511,1,1,0,4,0,2
2517,2,0,2,4,0,2
2519,3,1,2,5,0,2
2527,1,1,0,5,0,2
2530,0,0,0,4,0,2
2531,2,0,2,6,0,2
2535,3,2,1,5,0,2
2542,3,1,2,5,0,2
2545,1,1,0,4,0,2
2546,0,0,0,3,0,2
2548,1,0,1,5,0,2
2552,4,4,0,5,0,2
2564,2,0,2,6,0,2
2565,3,2,1,7,0,2
2566,3,2,1,5,0,2
2567,0,0,0,6,0,2
2568,0,0,0,3,0,2
2569,4,1,3,7,0,2
2571,4,2,2,6,0,2
2572,3,0,3,6,0,2
2574,1,0,1,5,0,2
2576,0,0,0,4,0,2
2581,1,1,0,5,0,2
2583,2,1,1,5,0,2
2584,1,0,1,4,0,2
2585,1,0,1,4,0,2
2586,1,1,0,5,0,2
2587,0,0,0,3,0,2
2591,2,1,1,5,0,2
2592,4,2,2,5,0,2
2593,0,0,0,4,0,2
2595,2,1,1,5,0,2
2597,2,0,2,4,0,2
2598,0,0,0,4,0,2
2599,3,3,0,5,0,2
2612,4,4,0,4,0,2
2615,2,0,1,6,0,2
2618,2,1,0,6,0,2
2621,1,0,0,7,0,2
2622,1,0,0,4,0,2
2627,4,3,1,6,0,2
2631,1,1,0,5,0,2
2634,2,1,1,5,0,2
2645,3,1,2,5,0,2
2649,3,1,2,5,0,2
2661,0,0,0,5,0,2
2664,2,0,2,6,0,2
2665,3,1,2,6,0,2
2669,2,1,1,5,0,2
2674,3,0,2,9,0,2
2678,2,1,1,8,0,2
2681,1,1,0,5,0,2
2691,2,1,1,6,0,2
2693,4,3,1,6,0,2
2697,3,1,2,4,0,2
2700,2,1,1,4,0,2
2702,4,2,2,4,0,2
2703,2,1,1,6,0,2
2704,3,1,2,5,0,2
2714,1,0,1,4,0,2
2729,2,1,1,5,0,2
2738,2,1,1,6,0,2
2739,2,1,1,5,0,2
2742,2,1,1,4,0,2
2743,2,1,1,6,0,2
2747,2,1,1,6,0,2
2748,3,2,1,6,0,2
2755,2,1,1,5,0,2
2757,1,0,1,4,0,2
2758,2,2,0,8,0,2
2765,4,2,2,6,0,2
2770,2,1,1,5,0,2
2773,2,1,1,3,0,2
2784,4,3,1,7,0,2
2789,3,1,2,4,0,2
2794,4,1,3,6,0,2
2797,4,2,2,6,0,2
2799,1,0,1,4,0,2
2800,2,1,1,6,0,2
2801,2,1,1,6,0,2
2804,3,2,1,4,0,2
2815,1,0,1,4,0,2
2818,2,1,1,6,0,2
2819,3,1,2,6,0,2
2820,2,1,1,5,0,2
2834,1,0,1,4,0,2
2846,2,1,1,5,0,2
2847,2,1,1,6,0,2
2861,2,1,1,6,0,2
2868,2,1,1,5,0,2
2873,2,1,1,6,0,2
2876,2,1,1,5,0,2
2878,4,1,3,7,0,2
2879,2,0,2,7,0,2
2880,3,1,2,6,0,2
2883,4,2,2,5,0,2
2884,2,1,1,4,0,2
2890,3,1,2,6,0,2
2899,2,1,1,4,0,2
2901,4,1,3,6,0,2
2902,3,1,2,5,0,2
2903,2,1,1,7,0,2
2906,1,0,1,4,0,2
2908,5,4,1,5,0,2
2916,2,2,0,8,0,2
2921,3,2,1,6,0,2
2922,3,1,2,6,0,2
2926,4,2,2,5,0,2
2928,2,1,1,5,0,2
2931,2,1,1,5,0,2
2935,2,1,1,4,0,2
2937,3,1,2,5,0,2
2938,2,1,1,4,0,2
2939,2,1,1,6,0,2
2944,5,5,0,5,0,2
2949,2,1,1,5,0,2
2957,2,1,1,6,0,2
2959,4,2,2,4,0,2
2961,3,2,1,6,0,2
2964,2,1,1,5,0,2
2968,2,1,1,6,0,2
2973,2,1,1,6,0,2
2974,2,1,1,6,0,2
2976,3,2,1,5,0,2
2982,3,1,2,6,0,2
2983,2,1,1,6,0,2
2984,2,1,1,8,0,2
2989,3,1,2,4,0,2
2991,4,3,1,5,0,2
2992,1,0,1,4,0,2
2993,1,0,1,4,0,2
2996,3,1,2,4,0,2
3000,4,1,3,6,0,2
3001,2,1,1,4,0,2
3005,2,1,1,3,0,2
3006,4,3,1,5,0,2
3007,3,2,1,6,0,2
3008,1,0,1,4,0,2
3010,0,0,0,3,0,2
3011,3,2,1,8,0,2
3012,3,1,2,4,0,2
3013,0,0,0,3,0,2
3014,2,1,1,4,0,2
3015,3,1,2,5,0,2
3016,1,1,0,4,0,2
3021,2,2,0,6,0,2
3024,4,3,1,7,0,2
3025,1,1,0,4,0,2
3027,2,1,1,7,0,2
3028,4,3,1,5,0,2
3030,4,3,1,4,0,2
3031,4,2,2,4,0,2
3033,2,1,1,6,0,2
3035,2,1,1,4,0,2
3039,2,1,1,6,0,2
3041,4,1,3,7,0,2
3042,2,1,1,6,0,2
3043,2,0,2,4,0,2
3049,3,2,1,6,0,2
3055,2,2,0,6,0,2
3067,3,1,2,4,0,2
3069,3,1,2,6,0,2
3078,4,3,1,6,0,2
3085,2,1,1,6,0,2
3095,2,1,1,6,0,2
3107,4,2,2,6,0,2
3121,3,1,2,7,0,2
3130,3,1,2,6,0,2
3138,2,1,1,6,0,2
3142,4,2,2,7,0,2
3143,4,2,2,7,0,2
3152,2,1,1,6,0,2
3153,3,3,0,6,0,2
3162,2,1,1,6,0,2
3164,2,1,1,6,0,2
3171,3,1,2,4,0,2
3173,4,2,2,5,0,2
3175,3,1,2,8,0,2
3176,3,1,2,6,0,2
3184,1,1,0,1,0,2
3185,1,1,0,1,0,2
3186,2,1,1,4,0,2
3187,1,1,0,1,0,2
3192,1,1,0,1,0,2
3193,2,0,2,4,0,2
3195,1,1,0,1,0,2
3197,4,1,3,7,0,2
3198,1,1,0,1,0,2
3200,0,0,0,4,0,2
3202,2,1,1,6,0,2
3203,2,1,1,9,0,2
3204,0,0,0,3,0,2
3206,1,0,0,5,0,2
3208,0,0,0,2,0,2
3210,0,0,0,4,0,2
3211,2,0,2,6,0,2
3214,1,0,1,3,0,2
3215,1,0,1,4,0,2
3216,1,1,0,3,0,2
3217,0,0,0,4,0,2
3218,1,0,1,4,0,2
3219,1,0,0,6,0,2
3222,0,0,0,4,0,2
3223,2,1,1,3,0,2
3224,1,0,1,7,0,2
3225,1,0,1,4,0,2
3226,0,0,0,4,0,2
3227,2,1,1,4,0,2
3228,5,1,3,6,0,2
3229,0,0,0,4,0,2
3230,0,0,0,2,0,2
3231,1,0,1,3,0,2
3232,4,4,0,4,0,2
3233,0,0,0,2,0,2
3234,4,2,1,7,0,2
3235,0,0,0,3,0,2
3237,0,0,0,4,0,2
3238,4,3,1,5,0,2
3239,4,2,2,4,0,2
3240,0,0,0,2,0,2
3242,1,0,0,3,0,2
3243,3,1,2,7,0,2
3248,1,0,1,3,0,2
3249,0,0,0,3,0,2
3250,0,0,0,4,0,2
3253,0,0,0,4,0,2
3255,1,0,0,7,0,2
3256,5,4,1,5,0,2
3257,0,0,0,4,0,2
3258,1,0,0,5,0,2
3260,1,0,1,3,0,2
3261,4,3,1,5,0,2
3262,1,0,0,4,0,2
3263,0,0,0,3,0,2
3264,0,0,0,3,0,2
3265,3,0,2,6,0,2
3266,0,0,0,4,0,2
3267,1,0,0,6,0,2
3268,1,0,1,3,0,2
3269,0,0,0,4,0,2
3270,3,2,1,6,0,2
3271,2,2,0,5,0,2
3272,2,0,2,4,0,2
3273,0,0,0,2,0,2
3274,1,0,0,6,0,2
3275,2,0,1,5,0,2
3276,1,0,1,2,0,2
3278,0,0,0,4,0,2
3280,1,0,1,3,0,2
3283,0,0,0,3,0,2
3285,0,0,0,2,0,2
3286,2,2,0,6,0,2
3287,0,0,0,3,0,2
3288,0,0,0,4,0,2
3289,0,0,0,4,0,2
3290,0,0,0,3,0,2
3291,0,0,0,5,0,2
3292,4,3,1,7,0,2
3293,0,0,0,4,0,2
3294,1,0,0,5,0,2
3295,4,3,1,5,0,2
3296,1,0,0,7,0,2
3297,0,0,0,3,0,2
3298,1,0,1,3,0,2
3300,1,0,1,3,0,2
3303,1,0,1,4,0,2
3306,3,3,0,5,0,2
3307,0,0,0,4,0,2
3308,4,4,0,7,0,2
3309,0,0,0,4,0,2
3310,1,1,0,4,0,2
3311,0,0,0,2,0,2
3312,1,0,0,4,0,2
3314,2,0,1,8,0,2
3315,0,0,0,3,0,2
3316,1,0,1,4,0,2
3320,1,0,0,5,0,2
3321,4,2,2,7,0,2
3322,2,1,1,3,0,2
3323,0,0,0,4,0,2
3324,1,0,0,7,0,2
3325,3,2,1,4,0,2
3326,0,0,0,4,0,2
3328,0,0,0,5,0,2
3329,2,1,1,4,0,2
3330,1,1,0,4,0,2
3331,3,1,2,7,0,2
3332,1,0,1,3,0,2
3333,3,2,1,3,0,2
3334,3,0,2,9,0,2
3336,1,1,0,1,0,2
3337,2,1,1,2,0,2
3338,4,4,0,6,0,2
3339,1,1,0,4,0,2
3340,4,1,2,6,0,2
3343,2,0,1,5,0,2
3344,4,4,0,4,0,2
3347,1,1,0,7,0,2
3348,0,0,0,3,0,2
3349,0,0,0,2,0,2
3350,1,0,0,5,0,2
3352,1,0,1,3,0,2
3353,4,2,1,8,0,2
3354,1,0,0,5,0,2
3355,3,3,0,4,0,2
3356,1,1,0,4,0,2
3357,0,0,0,1,0,2
3358,2,1,1,5,0,2
3359,1,0,0,5,0,2
3360,0,0,0,4,0,2
3362,1,0,0,5,0,2
3363,1,0,1,5,0,2
3364,1,1,0,2,0,2
3367,0,0,0,4,0,2
3368,0,0,0,4,0,2
3369,0,0,0,2,0,2
3370,0,0,0,3,0,2
3371,0,0,0,0,0,2
3373,1,0,1,4,0,2
3375,0,0,0,0,0,2
3376,2,2,0,2,0,2
3377,0,0,0,3,0,2
3378,1,1,0,4,0,2
3379,1,1,0,5,0,2
3380,0,0,0,2,0,2
3381,0,0,0,2,0,2
3382,0,0,0,1,0,2
3383,1,0,0,5,0,2
3384,0,0,0,3,0,2
3385,4,1,3,7,0,2
3386,1,0,1,2,0,2
3387,4,4,0,6,0,2
3389,1,0,0,6,0,2
3390,0,0,0,4,0,2
3391,1,0,0,5,0,2
3393,0,0,0,3,0,2
3394,0,0,0,4,0,2
3396,2,0,1,9,0,2
3398,0,0,0,1,0,2
3399,2,0,1,4,0,2
3400,2,0,2,4,0,2
3401,1,0,1,4,0,2
3402,1,0,0,5,0,2
3403,1,0,0,5,0,2
3404,0,0,0,4,0,2
3405,0,0,0,6,0,2
3406,0,0,0,4,0,2
3408,0,0,0,3,0,2
3410,0,0,0,3,0,2
3411,0,0,0,3,0,2
3412,0,0,0,2,0,2
3413,2,1,0,12,0,2
3414,1,0,1,3,0,2
3415,0,0,0,4,0,2
3416,0,0,0,4,0,2
3417,1,1,0,4,0,2
3419,0,0,0,10,0,2
3420,0,0,0,4,0,2
3421,0,0,0,4,0,2
3422,2,0,2,5,0,2
3423,0,0,0,3,0,2
3425,2,0,1,5,0,2
3426,0,0,0,3,0,2
3427,0,0,0,1,0,2
3429,0,0,0,3,0,2
3431,2,2,0,6,0,2
3432,0,0,0,3,0,2
3433,0,0,0,3,0,2
3437,1,1,0,1,0,2
3438,1,0,1,3,0,2
3442,3,3,0,3,0,2
3444,0,0,0,4,0,2
3445,0,0,0,3,0,2
3446,0,0,0,3,0,2
3447,0,0,0,4,0,2
3449,0,0,0,5,0,2
3453,3,1,2,5,0,2
3457,0,0,0,4,0,2
3458,1,1,0,4,0,2
3459,3,2,1,6,0,2
3462,0,0,0,3,0,2
3464,4,2,2,7,0,2
3465,1,1,0,4,0,2
3467,1,0,1,3,0,2
3469,3,3,0,5,0,2
3470,1,0,1,3,0,2
3471,0,0,0,4,0,2
3472,2,1,1,6,0,2
3473,1,0,0,6,0,2
3474,2,0,2,4,0,2
3475,0,0,0,3,0,2
3476,0,0,0,3,0,2
3477,4,3,1,6,0,2
3478,3,3,0,3,0,2
3479,1,0,1,3,0,2
3483,0,0,0,2,0,2
3484,0,0,0,3,0,2
3485,0,0,0,3,0,2
3487,0,0,0,3,0,2
3488,1,1,0,3,0,2
3489,0,0,0,3,0,2
3490,0,0,0,3,0,2
3492,3,2,1,6,0,2
3493,1,0,1,3,0,2
3494,3,1,2,6,0,2
3495,5,3,2,5,0,2
3496,1,0,1,10,0,2
3497,0,0,0,2,0,2
3499,3,2,1,3,0,2
3500,0,0,0,3,0,2
3501,0,0,0,2,0,2
3502,0,0,0,4,0,2
3503,3,1,2,7,0,2
3504,0,0,0,1,0,2
3506,1,0,1,4,0,2
3507,5,3,2,5,0,2
3508,1,0,1,3,0,2
3510,2,1,1,6,0,2
3511,1,1,0,1,0,2
3512,2,1,1,5,0,2
3514,4,2,2,6,0,2
3516,2,1,1,5,0,2
3517,3,3,0,7,0,2
3518,2,1,1,4,0,2
3519,3,1,2,4,0,2
3521,1,0,1,6,0,2
3522,2,1,1,5,0,2
3523,2,1,1,5,0,2
3525,0,0,0,3,0,2
3526,2,1,0,7,0,2
3527,2,1,1,5,0,2
3528,3,1,1,6,0,2
3530,2,1,0,5,0,2
3531,2,1,0,5,0,2
3532,1,0,0,6,0,2
3533,4,2,1,7,0,2
3534,1,1,0,1,0,2
3536,0,0,0,0,0,2
3537,1,1,0,1,0,2
3538,2,1,1,3,0,2
3540,1,0,0,7,0,2
3541,3,1,2,9,0,2
3542,2,1,1,3,0,2
3544,1,1,0,3,0,2
3545,0,0,0,0,0,2
3546,1,1,0,3,0,2
3547,0,0,0,3,0,2
3548,0,0,0,0,0,2
3549,1,0,1,3,0,2
3550,0,0,0,0,0,2
3552,1,1,0,5,0,2
3553,1,0,1,2,0,2
3554,0,0,0,4,0,2
3555,3,3,0,8,0,2
3556,4,3,1,5,0,2
3558,3,3,0,8,0,2
3560,0,0,0,2,0,2
3561,0,0,0,2,0,2
3562,3,3,0,7,0,2
3563,4,3,0,4,0,2
3564,1,0,1,4,0,2
3565,4,1,2,8,0,2
3566,2,1,0,6,0,2
3569,0,0,0,4,0,2
3570,2,0,1,3,0,2
3571,0,0,0,1,0,2
3572,0,0,0,4,0,2
3573,3,2,1,5,0,2
3574,4,2,2,6,0,2
3577,4,3,1,6,0,2
3578,1,0,1,5,0,2
3579,1,0,1,5,0,2
3580,0,0,0,3,0,2
3581,1,0,1,4,0,2
3582,3,1,2,5,0,2
3583,1,1,0,5,0,2
3584,2,1,1,7,0,2
3585,1,0,0,7,0,2
3586,0,0,0,6,0,2
3587,2,1,1,2,0,2
3588,3,2,0,5,0,2
3590,3,1,1,4,0,2
3594,3,0,3,6,0,2
3595,0,0,0,1,0,2
3596,1,1,0,2,0,2
3598,4,3,1,6,0,2
3600,4,3,1,6,0,2
3602,1,0,0,5,0,2
3603,0,0,0,5,0,2
3604,0,0,0,3,0,2
3606,1,0,0,7,0,2
3607,2,0,2,6,0,2
3608,1,1,0,1,0,2
3609,1,1,0,1,0,2
3610,1,0,1,3,0,2
3611,4,2,2,6,0,2
3613,4,3,1,6,0,2
3614,0,0,0,3,0,2
3615,0,0,0,3,0,2
3616,3,2,1,5,0,2
3619,2,0,1,5,0,2
3620,1,0,1,4,0,2
3622,2,1,0,6,0,2
3624,0,0,0,2,0,2
3625,1,0,1,3,0,2
3626,2,0,1,4,0,2
3628,0,0,0,2,0,2
3629,0,0,0,6,0,2
3632,1,0,0,3,0,2
3633,1,0,1,3,0,2
3634,3,1,1,8,0,2
3635,2,0,1,3,0,2
3636,1,0,0,5,0,2
3637,2,1,1,9,0,2
3638,0,0,0,2,0,2
3639,0,0,0,4,0,2
3640,4,1,3,6,0,2
3641,3,1,2,5,0,2
3642,2,1,1,5,0,2
3643,2,0,2,5,0,2
3644,1,1,0,5,0,2
3645,0,0,0,3,0,2
3646,0,0,0,1,0,2
3648,4,1,2,6,0,2
3649,0,0,0,4,0,2
3650,1,0,0,5,0,2
3651,0,0,0,2,0,2
3653,1,0,0,5,0,2
3655,1,0,1,5,0,2
3656,1,0,1,3,0,2
3657,1,0,1,3,0,2
3658,2,1,1,8,0,2
3659,1,0,0,7,0,2
3660,0,0,0,4,0,2
3664,4,1,3,7,0,2
3665,0,0,0,4,0,2
3666,3,1,1,9,0,2
3668,0,0,0,3,0,2
3670,0,0,0,3,0,2
3672,1,0,0,6,0,2
3673,0,0,0,4,0,2
3674,1,0,0,7,0,2
3675,0,0,0,4,0,2
3677,1,0,0,5,0,2
3678,2,0,2,4,0,2
3679,2,1,1,7,0,2
3680,3,0,2,5,0,2
3681,4,1,3,7,0,2
3682,1,1,0,4,0,2
3683,1,1,0,4,0,2
3684,4,2,2,7,0,2
3685,4,1,3,7,0,2
3686,0,0,0,4,0,2
3687,2,1,1,4,0,2
3688,0,0,0,4,0,2
3689,1,0,0,4,0,2
3690,3,2,1,8,0,2
3691,0,0,0,5,0,2
3692,2,1,0,4,0,2
3693,0,0,0,4,0,2
3694,0,0,0,4,0,2
3696,2,1,1,3,0,2
3697,1,0,1,4,0,2
3698,2,0,2,4,0,2
3699,0,0,0,4,0,2
3700,0,0,0,4,0,2
3701,3,3,0,4,0,2
3702,0,0,0,3,0,2
3703,0,0,0,3,0,2
3704,2,0,2,4,0,2
3705,2,0,1,6,0,2
3706,2,0,2,5,0,2
3707,2,1,1,5,0,2
3708,4,3,1,5,0,2
3709,3,3,0,7,0,2
3710,3,2,1,8,0,2
3711,1,1,0,6,0,2
3712,0,0,0,1,0,2
3713,1,0,0,7,0,2
3716,4,3,1,7,0,2
3718,2,0,2,5,0,2
3719,3,1,1,4,0,2
3721,5,4,1,5,0,2
3722,2,0,1,6,0,2
3723,0,0,0,3,0,2
3724,2,1,1,6,0,2
3725,1,0,1,2,0,2
3726,1,1,0,1,0,2
3727,0,0,0,3,0,2
3728,2,1,0,5,0,2
3731,3,2,1,4,0,2
3733,0,0,0,4,0,2
3734,0,0,0,4,0,2
3736,1,0,0,4,0,2
3737,0,0,0,3,0,2
3738,4,1,3,7,0,2
3739,0,0,0,5,0,2
3740,0,0,0,0,0,2
3741,0,0,0,0,0,2
3742,0,0,0,1,0,2
3743,0,0,0,0,0,2
3744,2,1,1,2,0,2
3745,2,1,1,2,0,2
3746,1,1,0,2,0,2
3747,0,0,0,4,0,2
3748,0,0,0,3,0,2
3749,1,0,1,4,0,2
3750,0,0,0,1,0,2
3751,0,0,0,2,0,2
3752,0,0,0,0,0,2
3753,1,0,0,6,0,2
3755,1,1,0,3,0,2
3756,0,0,0,1,0,2
3757,2,0,1,7,0,2
3758,1,0,0,5,0,2
3759,1,0,0,5,0,2
3762,1,1,0,1,0,2
3763,0,0,0,0,0,2
3764,3,2,1,3,0,2
3765,0,0,0,4,0,2
3766,3,1,2,4,0,2
3767,0,0,0,4,0,2
3768,3,3,0,7,0,2
3770,0,0,0,4,0,2
3771,0,0,0,5,0,2
3772,2,1,0,10,0,2
3773,2,1,0,10,0,2
3775,0,0,0,4,0,2
3776,3,2,1,4,0,2
3777,2,0,1,4,0,2
3778,0,0,0,0,0,2
3779,5,3,2,5,0,2
3781,1,0,0,2,0,2
3783,2,1,1,3,0,2
3784,1,1,0,6,0,2
3785,0,0,0,4,0,2
3786,0,0,0,3,0,2
3787,2,0,1,7,0,2
3788,1,0,1,3,0,2
3789,2,1,1,5,0,2
3791,0,0,0,3,0,2
3792,1,0,1,4,0,2
3794,2,2,0,3,0,2
3795,4,2,1,6,0,2
3797,2,1,1,3,0,2
3798,1,0,0,5,0,2
3799,2,1,1,5,0,2
3800,5,4,1,5,0,2
3802,0,0,0,0,0,2
3803,4,4,0,6,0,2
3804,4,3,1,4,0,2
3805,4,3,1,5,0,2
3806,1,0,1,2,0,2
3807,2,1,1,5,0,2
3808,0,0,0,4,0,2
3809,1,1,0,4,0,2
3810,1,1,0,4,0,2
3811,1,0,1,3,0,2
3812,1,0,1,4,0,2
3815,3,1,2,7,0,2
3818,0,0,0,4,0,2
3820,1,0,1,4,0,2
3821,4,3,1,4,0,2
3822,1,0,1,6,0,2
3823,3,2,1,5,0,2
3824,3,0,3,6,0,2
3825,1,0,1,5,0,2
3826,4,3,1,5,0,2
3828,1,0,0,7,0,2
3829,3,1,1,6,0,2
3830,4,4,0,6,0,2
3831,0,0,0,4,0,2
3832,1,0,0,5,0,2
3834,1,0,0,6,0,2
3835,1,1,0,1,0,2
3837,1,0,1,4,0,2
3839,0,0,0,2,0,2
3841,1,0,0,5,0,2
3842,3,3,0,3,0,2
3843,1,0,1,3,0,2
3844,3,3,0,3,0,2
3845,0,0,0,0,0,2
3846,3,2,1,5,0,2
3849,1,0,1,4,0,2
3851,4,1,2,6,0,2
3853,1,0,0,5,0,2
3854,0,0,0,0,0,2
3855,2,0,1,3,0,2
3857,0,0,0,0,0,2
3860,0,0,0,2,0,2
3861,0,0,0,3,0,2
3863,0,0,0,2,0,2
3864,1,1,0,3,0,2
3865,0,0,0,1,0,2
3866,4,3,1,6,0,2
3867,1,1,0,2,0,2
3868,1,0,0,4,0,2
3869,3,0,2,6,0,2
3870,1,0,1,5,0,2
3871,3,2,1,6,0,2
3872,0,0,0,3,0,2
3874,4,3,1,5,0,2
3875,0,0,0,4,0,2
3877,1,0,0,7,0,2
3878,0,0,0,3,0,2
3880,1,1,0,1,0,2
3881,0,0,0,4,0,2
3882,2,0,1,5,0,2
3885,0,0,0,3,0,2
3886,1,0,1,2,0,2
3887,0,0,0,2,0,2
3889,0,0,0,2,0,2
3890,5,1,3,6,0,2
3892,0,0,0,1,0,2
3893,2,2,0,4,0,2
3897,1,0,0,7,0,2
3898,0,0,0,1,0,2
3899,2,1,1,4,0,2
3900,1,0,0,7,0,2
3901,0,0,0,7,0,2
3902,3,2,1,5,0,2
3903,1,0,1,5,0,2
3904,2,0,2,7,0,2
3905,3,1,2,6,0,2
3906,0,0,0,0,0,2
3907,0,0,0,4,0,2
3908,1,0,1,4,0,2
3909,0,0,0,4,0,2
3910,2,0,2,4,0,2
3911,3,1,2,5,0,2
3913,0,0,0,5,0,2
3914,5,3,2,5,0,2
3915,0,0,0,4,0,2
3916,1,0,1,5,0,2
3918,1,0,1,5,0,2
3919,1,0,1,4,0,2
3920,4,3,1,5,0,2
