,c_noausentes_1er_anio,cursadas_ap_1er_anio,c_libres_1er_anio,cursadas_1er_anio,fracaso_academico
12108,11,8,3,13,0
12109,11,7,4,15,0
12110,8,5,3,13,0
12111,4,1,3,8,0
12112,16,15,1,16,0
12113,7,4,3,8,0
12114,7,5,2,7,0
12115,6,2,4,6,1
12116,9,7,1,10,0
12117,4,2,1,10,0
12118,1,0,0,7,0
12119,4,1,2,9,0
12120,2,1,0,7,0
12121,5,4,0,9,0
12122,4,4,0,6,0
12123,5,3,1,8,0
12124,5,3,1,10,0
12125,7,6,0,9,0
12126,10,9,0,10,0
12127,2,1,0,8,0
12128,1,0,0,7,0
12129,4,2,2,7,0
12130,1,0,0,6,0
12131,1,0,0,6,0
12132,9,8,0,9,0
12133,8,4,3,10,0
12134,7,4,2,9,0
12135,8,4,3,10,0
12136,4,3,0,6,0
12137,5,3,1,11,0
12138,6,3,2,6,0
12139,1,0,0,6,0
12140,3,2,0,6,0
12141,1,0,0,6,0
12142,8,5,2,9,0
12143,3,2,0,10,0
12144,8,4,3,10,0
12145,4,3,1,7,0
12146,0,0,0,3,0
12147,0,0,0,4,0
12148,8,3,5,9,1
12149,2,2,0,3,0
12150,0,0,0,3,0
12151,6,6,0,6,0
12152,1,0,1,4,0
12153,3,0,1,5,0
12154,1,1,0,5,0
12155,2,2,0,2,0
12156,4,2,1,5,0
12157,0,0,0,4,0
12158,7,2,5,8,1
12159,4,2,1,10,0
12160,6,3,3,7,0
12161,4,4,0,4,0
12162,2,0,2,3,1
12163,0,0,0,3,0
12164,8,7,1,8,0
12165,0,0,0,1,0
12166,5,2,2,5,0
12167,0,0,0,3,0
12168,0,0,0,3,0
12169,1,0,1,4,0
12170,5,5,0,5,0
12171,1,1,0,6,0
12172,3,1,1,7,0
12173,1,0,1,3,0
12174,0,0,0,3,0
12175,8,7,1,8,0
12176,4,2,1,9,0
12177,0,0,0,3,0
12178,7,6,1,8,0
12179,5,0,5,5,1
12180,1,0,1,3,0
12181,6,6,0,7,0
12182,6,2,4,6,1
12183,8,7,1,8,0
12184,2,0,1,4,0
12185,0,0,0,3,0
12186,3,1,2,6,0
12187,5,3,2,5,0
12188,3,0,3,4,1
12189,2,0,2,4,0
12190,0,0,0,3,0
12191,5,0,5,6,1
12192,9,9,0,10,0
12193,5,1,4,7,1
12194,0,0,0,3,0
12195,8,7,0,8,0
12196,6,3,2,8,0
12197,1,0,0,5,0
12198,5,0,4,8,0
12199,1,0,0,5,0
12200,6,3,1,7,0
12201,4,2,2,5,0
12202,5,4,1,5,0
12203,4,4,0,9,0
12204,0,0,0,3,0
12205,1,1,0,3,0
12206,11,10,1,13,0
12207,8,6,2,8,0
12208,8,8,0,8,0
12209,5,2,3,7,0
12210,8,3,5,8,1
12211,8,5,3,9,0
12212,6,5,1,8,0
12213,8,5,3,8,0
12214,5,2,3,7,0
12215,0,0,0,4,0
12216,1,0,1,4,0
12217,1,1,0,4,0
12218,1,1,0,4,0
12219,8,6,2,8,0
12220,2,2,0,7,0
12221,8,6,2,8,0
12222,1,1,0,5,0
12223,5,2,3,8,0
12224,7,6,1,7,0
12225,6,1,5,6,1
12226,3,1,2,6,0
12227,3,1,2,4,0
12228,0,0,0,4,0
12229,2,1,1,4,0
12230,5,4,1,6,0
12231,6,5,1,9,0
12232,8,7,1,8,0
12233,6,3,3,8,0
12234,3,0,3,4,1
12235,8,6,2,8,0
12236,3,1,2,8,0
12237,7,5,2,7,0
12238,5,2,3,8,0
12239,7,1,6,9,1
12240,8,4,4,8,0
12241,3,2,1,5,0
12242,6,2,4,9,0
12243,9,8,1,10,0
12244,1,1,0,4,0
12245,1,1,0,4,0
12246,1,0,1,4,0
12247,8,6,2,8,0
12248,0,0,0,4,0
12249,8,6,2,9,0
12250,6,5,1,6,0
12251,1,0,1,6,0
12252,2,1,1,4,0
12253,0,0,0,6,0
12254,6,5,1,7,0
12255,7,5,2,7,0
12256,6,1,5,6,1
12257,6,4,2,6,0
12258,9,7,2,9,0
12259,8,3,5,9,1
12260,2,0,2,5,0
12261,7,2,5,10,0
12262,2,1,1,5,0
12263,7,3,4,11,0
12264,1,1,0,6,0
12265,0,0,0,5,0
12266,4,2,2,8,0
12267,0,0,0,3,0
12268,0,0,0,4,0
12269,7,6,1,7,0
12270,4,1,3,5,1
12271,4,0,4,4,1
12272,4,2,2,6,0
12273,1,0,1,5,0
12274,5,4,1,6,0
12275,4,0,4,4,1
12276,8,7,1,15,0
12277,8,6,2,13,0
12278,10,6,4,14,0
12279,9,4,5,13,0
12280,17,11,6,18,0
12281,7,3,4,8,0
12282,14,10,4,18,0
12283,16,13,3,16,0
12284,8,3,5,11,0
12285,8,7,1,15,0
12286,15,15,0,15,0
12287,7,1,6,8,1
12288,11,6,5,16,0
12289,14,14,0,17,0
12290,3,2,1,8,0
12291,13,8,5,18,0
12292,8,3,5,10,0
12293,12,5,7,13,1
12294,2,0,2,5,0
12295,7,4,3,7,0
12296,4,1,3,5,1
12297,5,3,2,7,0
12298,2,0,1,8,0
12299,2,0,1,7,0
12300,10,8,1,13,0
12301,7,6,0,10,0
12302,3,2,0,11,0
12303,5,3,1,9,0
12304,2,1,0,7,0
12305,4,3,0,11,0
12306,2,0,1,7,0
12307,7,7,0,7,0
12308,7,7,0,8,0
12309,2,1,1,9,0
12310,6,4,2,8,0
12311,3,1,1,8,0
12312,8,5,2,10,0
12313,9,3,5,11,0
12314,2,1,0,6,0
12315,1,0,0,6,0
12316,9,5,3,10,0
12317,8,3,4,8,0
12318,9,3,5,10,0
12319,2,1,0,6,0
12320,8,6,1,10,0
12321,5,2,2,9,0
12322,5,5,0,8,0
12323,0,0,0,3,0
12324,0,0,0,3,0
12325,3,3,0,3,0
12326,0,0,0,3,0
12327,0,0,0,3,0
12328,0,0,0,3,0
12329,6,5,1,7,0
12330,12,4,8,12,1
12331,7,6,1,9,0
12332,4,3,1,8,0
12333,0,0,0,1,0
12334,4,2,2,5,0
12335,10,9,1,10,0
12336,0,0,0,4,0
12337,2,0,1,6,0
12338,0,0,0,4,0
12339,8,4,4,11,0
12340,9,8,0,9,0
12341,1,1,0,2,0
12342,0,0,0,3,0
12343,0,0,0,3,0
12344,0,0,0,3,0
12345,1,0,1,3,0
12346,7,2,4,8,0
12347,4,0,4,4,1
12348,8,1,7,8,1
12349,0,0,0,3,0
12350,5,2,3,7,0
12351,1,0,0,5,0
12352,5,0,4,5,1
12353,0,0,0,3,0
12354,5,1,4,8,0
12355,15,12,3,15,0
12356,9,9,0,9,0
12357,6,2,4,8,0
12358,1,1,0,5,0
12359,0,0,0,4,0
12360,6,5,1,7,0
12361,2,0,2,3,1
12362,1,1,0,3,0
12363,1,1,0,3,0
12364,8,7,0,8,0
12365,4,0,3,8,0
12366,2,0,2,3,1
12367,0,0,0,3,0
12368,7,3,2,8,0
12369,3,0,3,3,1
12370,2,2,0,4,0
12371,7,6,1,9,0
12372,0,0,0,6,0
12373,10,10,0,10,0
12374,6,5,1,8,0
12375,8,5,3,9,0
12376,7,6,1,7,0
12377,8,8,0,8,0
12378,4,1,3,4,1
12379,2,1,1,4,0
12380,1,1,0,5,0
12381,7,1,6,9,1
12382,6,1,5,8,1
12383,8,8,0,9,0
12384,8,8,0,8,0
12385,4,3,1,7,0
12386,8,6,2,8,0
12387,7,6,1,10,0
12388,1,0,1,4,0
12389,7,5,2,8,0
12390,4,3,1,4,0
12391,5,4,1,9,0
12392,8,8,0,8,0
12393,3,1,2,8,0
12394,7,5,2,7,0
12395,5,2,3,6,0
12396,7,4,3,7,0
12397,8,7,1,8,0
12398,2,0,2,4,0
12399,8,5,3,9,0
12400,8,7,1,8,0
12401,2,1,1,4,0
12402,7,4,3,8,0
12403,8,8,0,8,0
12404,2,2,0,4,0
12405,1,0,1,7,0
12406,1,1,0,4,0
12407,3,3,0,7,0
12408,0,0,0,4,0
12409,7,7,0,8,0
12410,7,6,1,7,0
12411,7,5,2,7,0
12412,8,8,0,8,0
12413,8,4,4,9,0
12414,8,6,2,9,0
12415,0,0,0,5,0
12416,9,8,1,10,0
12417,4,4,0,6,0
12418,8,7,1,10,0
12419,4,0,2,9,0
12420,6,1,5,6,1
12421,9,6,3,12,0
12422,12,10,2,12,0
12423,8,3,5,13,0
12424,2,1,1,11,0
12425,12,7,5,13,0
12426,13,5,8,13,1
12427,3,0,3,6,0
12428,13,9,4,15,0
12429,13,9,4,15,0
12430,2,1,1,8,0
12431,14,9,5,14,0
12432,9,4,5,15,0
12433,8,7,1,12,0
12434,13,11,2,15,0
12435,10,5,5,12,0
12436,11,9,2,16,0
12437,1,1,0,8,0
12438,7,3,4,11,0
12439,16,12,4,18,0
12440,2,1,1,8,0
12441,15,11,4,16,0
12442,8,1,7,11,1
12443,2,1,1,8,0
12444,9,6,3,15,0
12445,8,6,2,11,0
12446,10,10,0,10,0
12447,11,8,3,11,0
12448,7,7,0,10,0
12449,3,1,1,7,0
12450,8,4,3,9,0
12451,9,7,1,10,0
12452,2,1,0,7,0
12453,7,6,1,8,0
12454,3,2,1,4,0
12455,3,2,0,6,0
12456,8,6,1,10,0
12457,5,4,0,7,0
12458,4,4,0,5,0
12459,1,0,1,3,0
12460,7,3,4,11,0
12461,5,2,3,8,0
12462,8,8,0,8,0
12463,1,0,1,3,0
12464,3,1,2,5,0
12465,4,2,2,5,0
12466,1,0,0,5,0
12467,6,1,3,6,0
12468,6,5,1,7,0
12469,3,2,1,3,0
12470,8,5,2,8,0
12471,6,1,3,6,0
12472,6,2,2,6,0
12473,4,1,3,4,1
12474,8,2,2,8,0
12475,2,0,2,3,1
12476,6,5,0,7,0
12477,6,3,2,7,0
12478,4,3,1,4,0
12479,7,5,2,7,0
12480,3,1,2,4,0
12481,4,2,2,6,0
12482,8,6,2,8,0
12483,7,6,1,7,0
12484,6,4,2,8,0
12485,8,7,1,8,0
12486,7,7,0,9,0
12487,7,5,2,7,0
12488,5,3,2,8,0
12489,7,6,1,7,0
12490,1,1,0,4,0
12491,0,0,0,3,0
12492,7,6,1,7,0
12493,5,3,2,7,0
12494,2,2,0,8,0
12495,7,7,0,7,0
12496,2,1,1,4,0
12497,7,4,3,7,0
12498,6,5,1,9,0
12499,8,4,4,8,0
12500,5,2,3,6,0
12501,7,6,1,8,0
12502,6,5,1,7,0
12503,8,7,1,8,0
12504,8,6,2,8,0
12505,3,2,1,8,0
12506,3,3,0,4,0
12507,0,0,0,4,0
12508,8,8,0,8,0
12509,2,0,2,3,1
12510,4,3,1,7,0
12511,6,5,1,8,0
12512,8,6,2,8,0
12513,1,1,0,4,0
12514,7,6,1,8,0
12515,9,8,1,9,0
12516,8,8,0,8,0
12517,8,7,1,8,0
12518,3,2,1,4,0
12519,8,8,0,8,0
12520,1,1,0,4,0
12521,2,1,1,4,0
12522,7,6,1,7,0
12523,5,2,3,7,0
12524,8,8,0,9,0
12525,6,2,4,7,1
12526,6,3,3,9,0
12527,0,0,0,4,0
12528,5,3,2,5,0
12529,2,0,2,4,0
12530,3,1,2,4,0
12531,4,2,2,4,0
12532,8,6,2,9,0
12533,8,8,0,9,0
12534,5,2,3,5,1
12535,9,7,2,10,0
12536,12,6,6,13,0
12537,6,1,5,9,1
12538,10,9,1,10,0
12539,4,1,3,5,1
12540,9,6,3,10,0
12541,6,1,4,9,0
12542,7,6,1,7,0
12543,7,4,3,7,0
12544,5,1,4,5,1
12545,4,0,4,4,1
12546,0,0,0,4,0
12547,2,1,1,4,0
12548,0,0,0,4,0
12549,0,0,0,4,0
12550,0,0,0,3,0
12551,3,2,1,7,0
12552,2,0,2,4,0
12553,0,0,0,4,0
12554,7,3,4,11,0
12555,10,4,6,14,0
12556,15,10,5,17,0
12557,13,8,5,14,0
12558,16,15,1,16,0
12559,0,0,0,3,0
12560,5,2,3,8,0
12561,12,8,4,16,0
12562,15,15,0,16,0
12563,12,7,5,14,0
12564,14,11,3,14,0
12565,11,7,4,13,0
12566,14,11,3,18,0
12567,7,5,2,7,0
12568,10,4,6,12,0
12569,0,0,0,4,0
12570,1,1,0,8,0
12571,1,1,0,8,0
12572,8,1,7,8,1
12573,16,14,2,16,0
12574,1,1,0,8,0
12575,3,2,1,13,0
12576,10,9,1,14,0
12577,15,13,2,15,0
12578,7,4,3,7,0
12579,2,0,2,5,0
12580,6,1,5,6,1
12581,8,4,4,10,0
12582,6,4,1,10,0
12583,4,4,0,8,0
12584,6,5,1,9,0
12585,2,1,0,7,0
12586,2,1,0,12,0
12587,3,2,0,7,0
12588,4,1,3,7,0
12589,7,5,2,7,0
12590,5,3,2,9,0
12591,2,1,1,6,0
12592,7,6,0,10,0
12593,2,1,0,6,0
12594,6,5,0,10,0
12595,9,6,2,10,0
12596,2,0,1,7,0
12597,8,7,0,8,0
12598,6,5,0,10,0
12599,8,7,0,9,0
12600,8,8,0,11,0
12601,3,3,0,5,0
12602,0,0,0,3,0
12603,0,0,0,1,0
12604,2,2,0,3,0
12605,8,5,3,8,0
12606,7,5,2,7,0
12607,5,1,4,5,1
12608,3,1,2,6,0
12609,1,1,0,4,0
12610,0,0,0,1,0
12611,5,1,2,6,0
12612,0,0,0,3,0
12613,0,0,0,2,0
12614,8,7,1,8,0
12615,7,5,2,7,0
12616,6,2,4,8,0
12617,1,0,1,8,0
12618,9,6,3,9,0
12619,2,2,0,5,0
12620,0,0,0,2,0
12621,7,7,0,7,0
12622,3,0,3,5,1
12623,7,4,3,8,0
12624,0,0,0,3,0
12625,4,2,2,8,0
12626,3,0,3,3,1
12627,1,1,0,5,0
12628,0,0,0,4,0
12629,1,0,1,1,1
12630,0,0,0,3,0
12631,1,0,1,4,0
12632,3,0,3,4,1
12633,6,4,2,7,0
12634,2,0,2,4,0
12635,6,2,2,6,0
12636,3,0,3,4,1
12637,3,1,2,5,0
12638,0,0,0,2,0
12639,10,9,1,10,0
12640,6,2,4,8,0
12641,1,0,1,4,0
12642,6,6,0,8,0
12643,8,6,2,8,0
12644,3,0,2,5,0
12645,8,7,1,9,0
12646,2,1,1,5,0
12647,6,5,1,8,0
12648,5,0,5,7,1
12649,5,1,4,5,1
12650,6,6,0,6,0
12651,5,4,1,6,0
12652,10,5,4,10,0
12653,3,0,2,5,0
12654,8,6,1,8,0
12655,4,2,1,6,0
12656,0,0,0,3,0
12657,6,2,2,6,0
12658,8,4,2,8,0
12659,6,2,2,6,0
12660,3,2,0,5,0
12661,3,0,3,3,1
12662,7,3,3,11,0
12663,7,2,5,10,0
12664,9,6,3,9,0
12665,6,1,5,7,1
12666,8,8,0,9,0
12667,8,8,0,8,0
12668,6,2,4,8,0
12669,7,6,1,7,0
12670,8,8,0,8,0
12671,6,1,5,8,1
12672,6,4,2,7,0
12673,3,2,1,6,0
12674,1,1,0,4,0
12675,2,1,1,5,0
12676,4,1,3,6,0
12677,1,0,1,4,0
12678,7,5,2,8,0
12679,8,8,0,9,0
12680,1,1,0,4,0
12681,8,6,2,8,0
12682,8,4,4,9,0
12683,7,6,1,8,0
12684,8,6,2,8,0
12685,8,4,4,9,0
12686,1,1,0,4,0
12687,3,3,0,7,0
12688,0,0,0,3,0
12689,7,6,1,7,0
12690,8,8,0,9,0
12691,7,3,4,8,0
12692,2,2,0,6,0
12693,7,3,4,7,1
12694,2,0,2,4,0
12695,8,7,1,8,0
12696,8,6,2,8,0
12697,0,0,0,4,0
12698,3,2,1,6,0
12699,1,1,0,4,0
12700,8,8,0,8,0
12701,8,8,0,8,0
12702,5,3,2,7,0
12703,1,0,1,7,0
12704,10,9,1,11,0
12705,5,4,1,5,0
12706,7,6,1,8,0
12707,10,10,0,10,0
12708,7,5,2,10,0
12709,0,0,0,5,0
12710,3,3,0,8,0
12711,4,1,3,4,1
12712,0,0,0,4,0
12713,0,0,0,3,0
12714,14,10,4,16,0
12715,16,16,0,16,0
12716,11,4,7,13,1
12717,12,6,6,14,0
12718,14,12,2,15,0
12719,11,6,5,14,0
12720,13,9,4,16,0
12721,16,12,4,16,0
12722,6,1,5,12,0
12723,9,4,5,14,0
12724,14,10,4,14,0
12725,9,3,6,14,0
12726,7,7,0,12,0
12727,5,2,3,8,0
12728,7,5,2,10,0
12729,12,6,6,15,0
12730,10,5,5,12,0
12731,16,9,7,16,0
12732,1,1,0,12,0
12733,1,1,0,8,0
12734,13,10,3,15,0
12735,11,5,6,15,0
12736,14,11,3,15,0
12737,10,8,2,14,0
12738,0,0,0,7,0
12739,8,5,3,14,0
12740,5,2,3,8,0
12741,12,10,2,13,0
12742,8,4,4,8,0
12743,14,11,3,16,0
12744,12,11,1,15,0
12745,10,5,5,13,0
12746,8,7,1,13,0
12747,1,1,0,12,0
12748,2,2,0,10,0
12749,13,10,3,17,0
12750,14,11,3,15,0
12751,13,11,2,18,0
12752,13,9,4,14,0
12753,11,5,6,13,0
12754,3,2,1,11,0
12755,5,2,3,5,1
12756,2,0,1,7,0
12757,4,1,2,9,0
12758,8,7,0,9,0
12759,1,0,0,7,0
12760,2,1,0,7,0
12761,2,1,0,7,0
12762,5,1,3,10,0
12763,2,1,1,8,0
12764,5,4,0,6,0
12765,5,2,2,8,0
12766,6,5,0,9,0
12767,2,1,0,6,0
12768,8,7,0,9,0
12769,2,1,0,6,0
12770,1,0,0,6,0
12771,7,7,0,7,0
12772,5,1,3,5,1
12773,0,0,0,5,0
12774,5,0,5,7,1
12775,3,1,2,6,0
12776,6,4,2,7,0
12777,8,7,1,9,0
12778,4,0,4,5,1
12779,8,8,0,9,0
12780,9,7,2,9,0
12781,7,4,3,7,0
12782,1,1,0,5,0
12783,1,1,0,5,0
12784,1,1,0,5,0
12785,4,0,4,5,1
12786,2,0,2,3,1
12787,1,0,1,6,0
12788,4,2,2,6,0
12789,0,0,0,3,0
12790,6,5,1,6,0
12791,6,2,4,7,1
12792,4,0,3,5,1
12793,1,0,0,5,0
12794,7,2,4,8,0
12795,8,6,1,8,0
12796,1,0,0,5,0
12797,3,1,1,8,0
12798,7,1,5,7,1
12799,6,3,2,8,0
12800,8,5,2,9,0
12801,5,1,3,7,0
12802,4,3,0,6,0
12803,1,0,1,3,0
12804,9,4,2,9,0
12805,7,6,1,7,0
12806,0,0,0,3,0
12807,5,0,3,5,1
12808,7,6,1,7,0
12809,8,4,2,8,0
12810,7,7,0,7,0
12811,7,4,2,7,0
12812,2,0,2,3,1
12813,6,2,2,6,0
12814,9,4,2,10,0
12815,7,7,0,7,0
12816,0,0,0,3,0
12817,1,0,1,3,0
12818,3,2,1,4,0
12819,1,0,1,3,0
12820,4,0,3,8,0
12821,5,1,3,6,0
12822,8,4,3,8,0
12823,9,2,6,9,1
12824,7,4,2,7,0
12825,9,9,0,9,0
12826,8,5,3,10,0
12827,3,2,1,12,0
12828,4,1,3,9,0
12829,8,6,2,8,0
12830,1,0,1,6,0
12831,9,7,2,10,0
12832,5,1,4,8,0
12833,7,1,6,9,1
12834,4,4,0,8,0
12835,1,0,1,4,0
12836,8,5,3,8,0
12837,8,6,2,8,0
12838,8,7,1,8,0
12839,7,6,1,8,0
12840,8,8,0,8,0
12841,8,8,0,8,0
12842,6,2,4,7,1
12843,7,4,3,7,0
12844,3,1,1,8,0
12845,1,1,0,4,0
12846,8,7,1,8,0
12847,4,2,2,5,0
12848,7,6,1,8,0
12849,8,6,2,9,0
12850,2,1,1,7,0
12851,5,3,2,7,0
12852,8,8,0,8,0
12853,8,6,2,8,0
12854,7,1,6,8,1
12855,8,5,3,8,0
12856,1,1,0,4,0
12857,7,5,2,7,0
12858,7,4,3,8,0
12859,4,1,3,4,1
12860,8,6,2,8,0
12861,7,2,5,9,1
12862,7,2,5,10,0
12863,5,1,4,9,0
12864,8,6,2,8,0
12865,4,2,2,8,0
12866,8,6,2,8,0
12867,5,2,3,7,0
12868,1,0,1,4,0
12869,2,1,1,4,0
12870,8,6,2,8,0
12871,5,2,3,5,1
12872,8,6,2,8,0
12873,10,7,3,10,0
12874,8,8,0,8,0
12875,4,3,1,4,0
12876,8,6,2,9,0
12877,8,6,2,8,0
12878,1,1,0,4,0
12879,3,3,0,7,0
12880,1,0,1,4,0
12881,1,1,0,4,0
12882,1,1,0,4,0
12883,8,6,2,8,0
12884,3,1,2,4,0
12885,9,4,5,9,1
12886,9,5,4,10,0
12887,5,5,0,6,0
12888,1,1,0,5,0
12889,5,2,3,7,0
12890,8,6,2,8,0
12891,8,8,0,8,0
12892,8,7,1,8,0
12893,7,3,4,7,1
12894,6,4,2,8,0
12895,9,8,1,9,0
12896,2,1,1,4,0
12897,7,5,2,7,0
12898,4,4,0,6,0
12899,0,0,0,4,0
12900,8,7,1,8,0
12901,8,8,0,8,0
12902,0,0,0,5,0
12903,7,4,3,7,0
12904,8,6,2,9,0
12905,9,7,2,9,0
12906,8,7,1,9,0
12907,9,7,2,9,0
12908,5,3,2,6,0
12909,1,0,1,4,0
12910,5,3,2,7,0
12911,8,8,0,8,0
12912,8,8,0,8,0
12913,9,7,2,9,0
12914,8,7,1,8,0
12915,4,3,1,7,0
12916,4,2,2,4,0
12917,8,7,1,8,0
12918,8,6,2,8,0
12919,7,6,1,7,0
12920,7,4,3,7,0
12921,9,7,2,9,0
12922,8,8,0,8,0
12923,8,7,1,8,0
12924,8,6,2,8,0
12925,1,1,0,4,0
12926,5,2,3,8,0
12927,8,6,2,8,0
12928,5,3,2,6,0
12929,6,4,2,8,0
12930,3,1,2,9,0
12931,4,1,3,4,1
12932,4,1,3,4,1
12933,3,1,2,6,0
12934,5,4,1,8,0
12935,6,5,1,6,0
12936,4,2,2,9,0
12937,2,0,2,4,0
12938,3,2,1,6,0
12939,7,6,1,7,0
12940,2,1,1,5,0
12941,0,0,0,3,0
12942,1,0,1,4,0
12943,7,7,0,7,0
12944,4,1,3,7,0
12945,2,1,1,6,0
12946,4,3,1,4,0
12947,8,7,1,8,0
12948,7,5,2,7,0
12949,8,6,2,8,0
12950,8,7,1,8,0
12951,5,2,3,6,0
12952,9,5,4,9,0
12953,2,1,1,4,0
12954,4,2,2,8,0
12955,8,6,2,8,0
12956,8,6,2,8,0
12957,9,7,2,9,0
12958,1,1,0,4,0
12959,2,2,0,4,0
12960,7,7,0,7,0
12961,11,11,0,11,0
12962,4,0,4,10,0
12963,10,10,0,10,0
12964,10,6,4,11,0
12965,9,4,5,10,0
12966,10,8,2,10,0
12967,9,8,1,10,0
12968,8,6,2,9,0
12969,6,5,1,8,0
12970,4,3,1,10,0
12971,10,8,2,11,0
12972,9,9,0,9,0
12973,8,4,4,9,0
12974,5,1,4,9,0
12975,9,7,2,10,0
12976,5,0,5,9,1
12977,3,1,2,5,0
12978,7,4,3,12,0
12979,2,1,1,4,0
12980,1,1,0,5,0
12981,2,1,1,5,0
12982,8,3,3,10,0
12983,7,5,2,8,0
12984,3,1,1,8,0
12985,8,4,4,8,0
12986,0,0,0,4,0
12987,3,0,3,4,1
12988,4,2,2,5,0
12989,0,0,0,3,0
12990,2,0,2,4,0
12991,9,3,6,13,0
12992,7,4,3,8,0
12993,0,0,0,3,0
12994,16,12,4,16,0
12995,1,1,0,8,0
12996,14,9,5,14,0
12997,10,4,6,18,0
12998,1,1,0,8,0
12999,6,3,3,11,0
13000,15,10,5,16,0
13001,11,4,7,12,1
13002,1,1,0,8,0
13003,13,9,4,15,0
13004,16,15,1,17,0
13005,16,16,0,16,0
13006,13,6,7,15,0
13007,8,4,4,14,0
13008,11,6,5,14,0
13009,7,1,6,8,1
13010,8,8,0,8,0
13011,7,1,6,8,1
13012,1,1,0,8,0
13013,7,4,3,8,0
13014,15,9,6,18,0
13015,14,8,6,18,0
13016,13,11,2,15,0
13017,10,3,7,13,1
13018,8,4,4,8,0
13019,16,13,3,16,0
13020,8,6,2,17,0
13021,11,5,6,13,0
13022,9,7,2,12,0
13023,2,1,1,8,0
13024,10,6,4,13,0
13025,8,2,6,10,1
13026,0,0,0,3,0
13027,9,3,6,14,0
13028,12,7,5,18,0
13029,13,9,4,13,0
13030,9,4,5,13,0
13031,9,3,6,13,0
13032,13,11,2,14,0
13033,1,0,1,5,0
13034,7,2,5,10,0
13035,16,15,1,16,0
13036,13,10,3,16,0
13037,10,8,2,13,0
13038,6,2,4,7,1
13039,5,1,4,5,1
13040,4,1,3,5,1
13041,8,1,6,11,1
13042,8,4,3,10,0
13043,6,3,2,12,0
13044,1,0,0,7,0
13045,2,1,0,7,0
13046,9,7,1,11,0
13047,4,4,0,9,0
13048,2,2,0,4,0
13049,2,1,1,4,0
13050,1,0,0,6,0
13051,8,6,1,11,0
13052,9,8,0,9,0
13053,7,6,0,9,0
13054,9,8,0,9,0
13055,8,4,3,9,0
13056,2,1,0,6,0
13057,2,1,0,6,0
13058,9,5,3,10,0
13059,8,7,0,10,0
13060,8,7,0,9,0
13061,6,3,2,10,0
13062,5,3,2,6,0
13063,3,3,0,3,0
13064,0,0,0,3,0
13065,6,5,1,9,0
13066,0,0,0,3,0
13067,1,1,0,4,0
13068,8,8,0,8,0
13069,0,0,0,5,0
13070,0,0,0,5,0
13071,4,1,3,6,0
13072,0,0,0,4,0
13073,7,4,3,7,0
13074,9,5,4,9,0
13075,2,1,1,5,0
13076,5,4,1,7,0
13077,0,0,0,4,0
13078,8,3,5,8,1
13079,9,6,3,9,0
13080,7,5,2,7,0
13081,9,9,0,9,0
13082,7,2,5,7,1
13083,8,7,1,9,0
13084,4,1,3,5,1
13085,6,2,4,7,1
13086,7,3,4,9,0
13087,4,2,2,7,0
13088,2,2,0,7,0
13089,8,6,1,10,0
13090,1,0,0,5,0
13091,7,2,4,8,0
13092,6,2,2,6,0
13093,0,0,0,3,0
13094,2,0,2,3,1
13095,6,2,2,6,0
13096,7,2,4,8,0
13097,6,5,0,7,0
13098,8,7,0,8,0
13099,9,7,2,10,0
13100,5,2,3,6,0
13101,3,2,1,8,0
13102,6,3,3,7,0
13103,8,6,2,8,0
13104,8,3,5,8,1
13105,6,0,6,8,1
13106,7,6,1,7,0
13107,7,3,4,7,1
13108,8,8,0,8,0
13109,6,1,5,6,1
13110,8,6,2,8,0
13111,8,7,1,8,0
13112,5,3,2,7,0
13113,8,7,1,8,0
13114,5,3,2,7,0
13115,3,1,2,4,0
13116,6,1,5,8,1
13117,10,6,4,10,0
13118,7,4,3,9,0
13119,1,1,0,4,0
13120,8,7,1,8,0
13121,1,1,0,4,0
13122,3,2,1,8,0
13123,8,6,2,8,0
13124,8,6,2,8,0
13125,6,4,2,6,0
13126,8,7,1,8,0
13127,2,1,1,5,0
13128,1,0,1,4,0
13129,7,4,3,7,0
13130,8,6,2,8,0
13131,7,5,2,9,0
13132,1,1,0,5,0
13133,3,1,2,4,0
13134,6,6,0,8,0
13135,1,1,0,4,0
13136,1,0,1,4,0
13137,1,1,0,3,0
13138,7,5,2,7,0
13139,2,1,1,6,0
13140,6,4,2,8,0
13141,8,7,1,8,0
13142,8,7,1,9,0
13143,1,1,0,4,0
13144,1,1,0,5,0
13145,6,3,3,8,0
13146,0,0,0,4,0
13147,8,6,2,8,0
13148,4,2,2,6,0
13149,8,7,1,9,0
13150,1,0,1,4,0
13151,1,1,0,4,0
13152,2,1,1,4,0
13153,5,3,2,7,0
13154,8,6,2,8,0
13155,3,0,3,5,1
13156,6,3,3,6,0
13157,6,5,1,6,0
13158,4,2,2,5,0
13159,1,0,1,4,0
13160,4,1,3,4,1
13161,7,7,0,11,0
13162,9,5,4,9,0
13163,1,0,1,5,0
13164,9,7,2,9,0
13165,6,1,5,10,0
13166,10,8,2,11,0
13167,5,1,4,9,0
13168,5,2,3,9,0
13169,1,0,1,5,0
13170,2,1,1,5,0
13171,3,1,2,8,0
13172,4,1,3,7,0
13173,9,7,2,10,0
13174,9,7,2,11,0
13175,10,8,2,11,0
13176,10,7,3,11,0
13177,10,10,0,10,0
13178,5,1,4,5,1
13179,3,1,2,6,0
